data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,type
172.97,148.14,87.921,85.468,169.27,261.18,266.62,187.4,163.7,140.62,75.932,106.72,198.98,275.57,245.64,175.18,31522,29326,18735,14196,25817,47470,48924,29582,31093,23442,14947,16979,30470,39693,40515,29782,2
219.2,158.45,102.75,93.972,177.02,270.45,267.4,185.81,167.08,144.98,72.346,102.17,192.2,300.94,242.11,154.96,35547,31578,20555,14446,27173,47815,48238,29716,31111,25168,14283,16741,29923,43092,40852,26857,2
237.39,164.32,97.391,88.022,154.91,280.14,244.22,181.16,176.15,146.09,69.149,91.051,169.19,327.07,224.24,150.97,38491,32969,19343,13460,24764,47114,44502,30040,31642,24163,13655,16011,28098,44841,39535,27293,2
231.56,157.92,94.152,87.811,152.57,291.62,224.45,184.83,167.76,141.06,71.846,95.641,168.34,323.08,209.7,156.93,38164,32176,18647,13597,24249,47512,41235,29679,30704,22641,13531,16417,28210,46270,37575,27920,2
194.88,142.24,76.804,79.797,150.5,278.49,220.99,183.13,171.16,132.31,70.346,99.381,192.01,299.94,234.27,171,33970,28875,16008,13449,25457,46810,42191,29151,30337,20274,13683,16997,30782,45028,38601,30506,2
193.77,133.06,79.391,87.908,166.24,258.29,238.63,185.43,165.16,126.66,70.807,103.72,198.96,269.8,233.12,176.11,32329,26710,16032,14519,26612,44644,44434,28557,28707,20865,14149,17264,31088,43550,38091,30820,2
206.43,133.66,79.188,96.38,166.2,237.28,250.69,182.4,167.2,114.01,69.836,100.86,199.05,285.51,250.09,170.26,32211,27241,15557,15066,26253,40858,44842,27856,27768,20598,14497,16814,30281,44038,39436,29050,2
214.39,141.77,77.518,100.25,186.41,240.82,299.56,193.64,174.39,141.67,74.777,103.87,220.95,280.82,233.7,191.86,33404,28508,15485,15617,27575,40135,47847,29580,28366,23619,14826,16698,31997,43354,39719,30093,2
213.95,142.95,80.465,95.138,188.87,251.07,302.28,200.56,185.19,146.12,73.881,105.49,228.27,293.79,250.92,189.48,33334,27660,15044,14734,28144,41652,49163,29305,29373,22266,13435,16170,31800,43448,40400,29163,2
197.57,158.91,103.41,102.67,251.94,386.12,419.98,258.34,213.68,164.04,83.814,120.35,273.47,454.62,340.78,324.31,38314,33379,23486,18067,38940,70942,72291,40877,37459,25339,17677,19728,41164,65390,56547,48107,2
188.15,143.43,103.23,107.33,223.18,295.43,350.72,227.7,184.56,163,82.344,94.923,223.24,357.56,294.68,237.52,36523,30814,21232,18068,36279,60954,63270,37951,34027,26803,17468,17665,36184,52501,49359,37162,2
187.64,147.66,101.95,104.84,191.29,275.93,296.02,214.7,181.92,166.74,89.95,92.53,197.01,345.82,287.96,215.15,34735,31355,20587,17089,32731,54452,55229,35112,33051,27522,18525,18052,35122,53233,48110,36644,2
209.85,160.59,109.42,101.99,182.11,301.71,298.63,213.32,182.85,188.83,90.833,102.6,199.14,338.78,272.69,216.6,37454,35408,21972,17151,31138,57618,57039,34640,33617,30193,18008,18487,32638,52629,44568,34684,2
204,162.06,112.13,91.948,172.79,289.89,288.79,196.69,186.96,173.75,87.167,102.17,199.27,328.35,272.33,220.67,36032,34763,22973,16229,28847,53996,56127,31112,33948,27355,17262,17833,32291,53721,45355,36131,2
222.67,160.72,110.38,92.221,180.05,286.02,300.64,200.26,194.14,177.08,83.944,106.59,204.07,343.35,249.97,225.76,39698,36717,22554,16012,28442,53129,57815,30863,35399,28501,17080,17337,30695,53486,44935,36282,2
205.22,149.65,101.3,88.847,179.06,254.1,281.18,195.22,176.97,156.23,83.152,102.88,210.13,340.79,249.01,230.14,35829,33316,20475,15155,28576,48093,54018,30544,31661,27266,17170,17601,33613,54402,45786,36847,2
214.96,155.87,93.624,89.85,183.68,272.3,300.39,197.07,165.25,158.55,79.565,105.05,195.6,337.7,225.89,229.94,35582,33663,18757,14978,29951,51186,55661,33326,28259,26703,15935,17788,31834,53071,43459,37123,2
202.34,153.01,91.839,87.202,182.25,293.68,314.51,197.18,161.71,146.63,76.438,102.84,194.69,318.02,232.11,225.95,33615,32519,18752,15023,30159,54030,55561,34432,28052,24532,15267,18221,33054,52480,43540,35165,2
196.57,161.72,88.1,92.52,187.83,294.9,317.05,207.36,161.62,133.98,76.882,105.56,203.62,332.44,251.18,227.19,34483,33426,18658,15266,30329,53966,54305,35793,28071,22117,15289,17952,33664,51818,44301,34682,2
189.67,153.21,92.716,102.56,198.72,316.99,351.37,208.93,161.28,128.33,80.565,107.62,213.05,336.07,265.78,221.89,35857,32304,20217,16524,31011,55711,56967,35042,30232,22206,16103,17307,33589,52876,45661,34049,2
176.39,145.38,91.916,102.79,188.62,316.99,348.04,195.23,138.31,120.78,73.924,104.6,211.23,333.41,263.52,201.26,34750,30167,20149,16000,29676,57373,57562,33880,27008,20648,14992,16424,33347,51783,45360,33944,2
174.92,133.41,92.346,107.31,184.43,323.24,351.37,187.95,159.63,129.63,77.449,113.67,210.94,349.62,270,188.35,33527,28434,19306,15657,29604,57732,59300,31955,29116,21320,14964,17234,33377,52821,45934,34063,2
166.93,134.31,98.831,101.02,152.17,269.67,291.85,174.07,152.25,121.24,81.551,117.81,215.81,345.99,270.59,194.65,31496,28539,20226,14548,27304,51290,53909,30431,27204,19271,15186,17983,34529,51912,45303,33623,2
160.53,138.14,94.956,99.643,155.16,248.99,265.99,177.45,158.47,128.74,86.558,116.51,200.41,349.21,266,188.25,30618,28711,19438,13824,26135,47443,48593,28486,27840,20775,16683,18345,32713,51560,44982,31897,2
166.08,132.58,97.153,92.282,160.95,238.44,245.41,181.96,134.66,123.99,82.38,111.47,194.48,333.19,265.74,200.57,32545,27561,20368,14502,26474,46138,44690,30799,25459,20241,15660,17466,31385,50984,44822,32180,2
170.93,142.47,84.315,93.601,166.25,262.33,265,185.5,135.9,124.51,76.253,104.28,190.44,361.43,274.68,206.25,32483,28219,18194,14508,26276,49047,46539,30605,25135,21628,15157,17766,32413,54543,45761,32705,2
189.71,146.87,84.265,98.045,193.61,275.68,279.1,203.81,143.49,121.45,70.193,102.8,196.22,365,277.54,215.51,33349,29985,17994,15568,30237,51251,51045,32818,25912,20163,14054,17397,32653,56168,46515,33585,2
206.44,167.97,89.722,103.95,195.44,284.43,307.91,207.2,145.37,136.35,73.801,92.838,175,371.59,255.14,186.21,36083,34544,18585,15982,31530,52420,55096,33140,25795,22649,15462,17121,30352,57138,44946,29178,2
199.03,171.43,93.029,100.53,196.44,251.8,282.79,195.76,143.95,139.41,75.096,96.718,182.77,323.05,230.25,172.06,36551,35435,19316,16195,30797,47215,53009,32047,26026,23163,15840,16893,30700,51697,43462,29002,2
177.75,176.68,100.03,100.09,166.19,216.17,270.03,163.27,139.53,137.54,80.124,98.484,179.02,331.58,218.83,179.67,35652,34245,20023,15486,27219,43774,48656,30064,24780,23586,16381,16622,31191,49755,42508,29372,2
151.11,167.56,92.881,93.132,158.9,223.12,249.84,147.65,142.31,121.35,74.222,95.928,178.97,315.77,208.63,179.46,30997,31279,18824,14773,24626,42092,44220,27557,26268,21696,15261,15960,31850,46579,40273,30323,2
160.45,153.52,91.569,95.226,162.11,233.51,240.83,171.49,152.28,112.1,75.961,98.333,175.27,339.59,225.26,174.08,30912,29748,18574,14580,25537,42228,41094,28187,28378,19493,15371,15817,30223,47475,41227,29575,2
176.89,139.12,85.298,91.759,159.96,246.58,251.2,180.07,150.76,105.01,75.397,100.65,188.29,321.21,253.31,161.75,32411,29222,18459,15004,26367,42505,42167,27603,29883,18460,15332,16389,30358,49256,43604,29469,2
202.47,142.88,82.256,89.172,158.43,217.87,244.94,175.8,155.92,128.13,75.648,108.81,198.23,303.85,267.19,184.76,35516,30407,18131,14490,26122,41240,43052,27535,30275,19044,15206,17301,30773,47530,45825,31595,2
196.64,144.26,75.479,78.683,139.86,237.49,254.94,160.51,144.08,140.29,72.902,99.468,187.05,277.79,251.24,183.82,34549,30850,17100,13740,23460,42949,45150,26969,28578,21190,14303,16644,30454,46730,43152,32443,2
186.98,149.97,77.694,79.155,138.37,238.77,224.47,145.28,139.17,146.03,65.963,93.739,175.93,285.5,224.32,188.71,32088,30460,16324,13317,22247,42207,40952,25356,26984,22198,13537,15966,29784,43682,38371,31565,2
180.78,144.51,77.732,89.018,159.64,272.88,232.82,176.01,144.88,126.04,65.991,90.508,174.89,314.94,204.03,189.36,30060,28785,16263,13872,23233,45125,41623,26432,27268,20626,13414,15744,31294,44395,34721,30862,2
186.49,149.74,84.406,94.79,168.93,247.11,235.52,171.3,154.55,123.11,66.176,90.882,169.98,373.87,218.06,205.25,31837,29670,17556,13626,24789,42296,41380,26347,27349,20195,13696,14716,29849,49098,35552,31383,2
203.36,147.72,83.699,100.1,190.29,274.85,294.06,201.62,157.28,127.83,73.559,105.99,191.35,395.99,246.49,212.59,32759,30129,17278,14147,27514,45847,48051,30060,28125,20255,14304,15917,31448,52296,38394,32567,2
179.1,158.1,81.715,99.415,204.94,251.32,301.11,198.05,155.86,129.72,82.092,130.13,238.09,392.29,285.75,213.97,31080,30381,16625,14641,28413,44788,48987,31102,28259,20529,15049,17141,32662,53903,40623,32913,2
202.41,157.66,102.91,114.12,234.21,317.12,391.69,217.5,177.92,114.86,83.455,99.482,217.78,385.43,322.26,254.35,34880,30845,20163,18189,39053,66801,73600,39532,31117,21114,16814,18015,37292,55866,53888,37415,2
182.26,158.76,97.625,99.242,201.42,317.75,344.43,203.21,185.07,127.44,87.1,102.37,208.84,343.97,305.91,216.01,33459,31163,20338,17037,35197,62878,64669,34530,32524,22252,17407,18299,35606,53509,53199,34447,2
193.51,163.52,93.976,92.069,195.72,295.58,328.74,201.97,191.65,153.09,81.058,96.556,207.6,351.84,308.11,213.63,35161,31246,21060,16594,33052,57576,61612,33702,32594,26576,16763,16507,31167,53583,48753,32415,2
195.03,151.55,94.316,100.12,203.99,292.74,320.74,196.17,207.52,155.53,81.263,108.67,229.75,389.84,319.89,247.84,35144,30070,19984,17160,31188,54807,56440,32352,34346,26793,15916,17177,34144,58616,50298,36136,2
226.1,160.89,110.6,109.5,224.53,262.87,308.38,198.06,229.01,163.59,89.559,119.22,241.48,410.41,327.03,279.23,36597,30542,20212,16967,31034,51061,52833,32060,36330,26997,16312,17051,34677,60412,48007,37587,2
215.1,156.52,109.01,113.19,222.49,279.28,294.3,203.88,210.16,152.87,87.685,119.79,232.69,400.53,307.21,262.95,34729,31578,19047,16599,31054,53365,51824,32984,32506,25096,15908,17152,35291,59641,48298,35093,2
224.08,142.64,107.13,110.01,212.4,279.37,301.13,204.56,175.59,149.65,77.212,106.2,203.89,360.71,277.03,221.01,35313,30715,19422,15921,30030,50896,52821,32052,27939,25153,14347,15580,31966,53829,46212,30315,2
202.92,139.19,85.367,95.828,185.59,283.47,296.54,190.99,175.82,151.99,64.954,93.268,187.58,331.39,260.84,178.56,35642,31485,17982,15371,29926,52126,54153,32162,29412,25238,13469,16001,32962,51590,45828,28481,2
182.23,133.1,82.899,86.706,167.14,260.17,281.87,172.4,196.3,144.07,67.568,88.068,175.74,316.54,249.89,164.55,33697,29134,18235,14837,27839,47016,52535,29393,32754,24210,13520,15986,31834,49235,43281,27330,2
164.07,132.28,87.539,82.855,152.34,239.31,269.4,146.43,217.72,167.14,70.616,92.288,162.91,322.01,241.41,168.87,31656,27976,18368,14460,26959,47730,50790,27912,34575,25389,14178,16510,29149,50331,41559,28354,2
168.98,128.91,88.379,83.746,147.4,228.24,250.73,140.52,184.68,146.17,76.252,93.479,160.57,291.74,221.71,166.56,30207,26528,18135,14579,26200,46622,49694,27730,30791,23620,14440,16099,27492,45623,39949,28364,2
181.16,139.89,84.345,79.893,153.7,226.03,249.59,141.25,172.13,152.81,73.165,94.328,159.17,292.05,237.61,182.88,30376,27506,16816,13461,26579,47662,47981,27270,31137,24715,14112,16510,26772,45827,43854,29995,2
181.85,138.17,79.423,72.657,151.13,229.73,249.04,151.17,159.57,125.24,69.889,90.151,172.7,268.83,248.74,185.46,30577,26740,16180,12927,26625,46737,48646,28174,31474,23763,14247,16738,29164,43726,44681,29112,2
161.96,125.9,78.13,72.955,138.66,231.49,240.15,149.45,165.43,121.22,62.893,86.915,174.12,280.31,242.52,178.34,30045,25546,15744,12019,23837,46228,43878,26420,31789,22609,13405,15991,29508,45286,44477,27523,2
164.11,117.02,78.061,79.521,139.68,259.46,257.62,152.68,165.75,113.06,65.824,81.888,173.31,274.68,226.23,155.77,31493,25185,15793,13188,24233,48652,44610,26731,29387,21306,13157,14648,29388,43231,40483,24877,2
175.12,116.59,84.79,88.42,180.83,269.1,272.17,193.46,166.15,148.49,66.632,79.878,166.25,327.6,229.87,155.25,34544,25145,16408,13878,26315,49560,45736,28199,28600,22167,12790,14406,27969,48244,40198,24934,2
193.57,120.04,83.036,88.447,190.64,270.93,279.08,205.39,167.14,173.3,61.837,80.245,171.52,375.87,278.59,191.45,33547,24961,15732,14358,27746,49581,47494,28916,27796,24633,12735,14804,27297,53085,43376,27821,2
181.82,112.09,85.987,82.935,181.25,248.78,262.84,196,164.5,191.78,61.032,90.491,181.84,391.81,286.62,209.59,31838,22992,15904,13266,25502,44281,43540,26719,28028,25960,12225,15540,27842,56053,43991,29692,2
167.73,106.32,84.722,81.563,139.43,235.81,234.13,151.02,161.33,166.79,60.374,94.784,180.62,363.52,281.29,204.08,25590,21831,14750,12473,21839,42152,38272,24186,27462,24271,11469,14310,27602,51961,42121,29047,2
159.7,113.99,84.579,82.969,138.17,221.58,235.73,135.89,136.15,139.08,63.169,90.484,164.15,297.42,233.68,168.95,25997,23518,15031,12669,22314,39037,37594,22660,24568,21287,11791,13187,26572,46471,37845,26766,2
173.18,119.37,87.275,87.856,131.92,213.19,224.5,132.14,123.63,106.24,65.6,83.713,144.67,261.34,212.66,141.09,27680,25122,15627,13517,22769,38545,39166,22815,24160,18969,12787,12794,24732,41778,36382,25899,2
167.53,121.96,76.91,86.516,147.09,219.58,245.47,145.51,111.21,118.84,63.449,81.392,149.65,248.95,191.96,135.48,28966,26401,15620,13176,24407,39515,41650,23823,23046,20153,13243,13592,26777,38293,36254,25191,2
183.94,120,88.349,95.656,148.66,219.16,243.28,143.26,129.68,140.05,63.504,93.81,181.05,320.72,225.33,171.66,29773,25298,16306,13695,24238,40775,42885,24436,25632,23382,13147,14844,28056,41104,36841,26318,2
191.78,126.59,88.625,95.774,160.08,219.84,242.27,157.88,134.33,147.7,60.299,92.891,203.66,363.84,258.9,189.43,29812,25478,16255,13571,24440,41774,43879,24943,24064,24689,12556,14801,29808,44671,38297,25258,2
196.97,129.08,88.771,88.267,144.74,213.45,223.27,136.39,145.78,129.5,60.162,94.439,195.82,360.79,256.76,200.81,31692,25481,16242,13706,23410,42830,43319,22562,24456,21364,12044,14884,27230,46131,36860,25996,2
163.15,123.22,80.861,76.359,153.19,221.1,213.8,157.32,139.48,121.44,61.7,91.591,190.67,306.32,241.16,186.81,29512,25663,16618,13515,23663,41985,42915,23036,22691,19515,12361,14396,26725,42350,37712,24086,2
145.08,119.47,73.805,75.256,160.71,221.97,225.44,146.53,141.22,111.08,63.789,97.189,185,290.33,226.11,179.95,28632,24835,16282,13580,25075,41994,43956,23039,23939,18506,12709,15038,27526,45414,37976,24907,2
141.32,116.38,78.052,83.283,163.73,236.59,244.64,160.44,123.98,115.8,67.648,95.42,183.82,300.73,231.5,171.69,27193,24798,16308,14043,26266,43707,45717,25057,22870,18947,12946,14471,27785,48102,38326,25641,2
155.27,118.84,79.904,80.94,152.94,252.91,254.6,147.19,136.94,100.11,61.975,85.606,164.91,295.95,213.87,152.43,27931,23835,15969,13361,25080,45613,45089,24856,24388,17854,11980,13391,26148,48464,36456,24885,2
163.83,122.11,75.139,78.465,143.71,274.31,268.62,160.33,139.07,113.39,58.491,77.531,148.21,253.64,193.31,138.72,29480,25295,14732,12702,24112,49024,45471,25978,25390,19252,11936,13109,24701,40739,34809,24160,2
172.76,126.98,74.695,76.558,146.38,263.04,254.55,152.66,152.28,115.97,55.026,83.781,156.25,229.87,193.48,138.97,31252,25933,15160,12878,23059,46156,41909,24978,26408,20023,12068,13706,25605,37098,34599,24235,2
150.22,125.21,76.366,70.845,132.88,247.12,254.94,130.41,136.55,128.21,53.655,64.154,135.21,245.77,198.29,146.25,27339,26646,15096,11461,22960,48299,47282,24521,23609,20251,12220,11985,22749,38669,33999,22712,2
148.38,117.27,73.31,67.233,142.45,255.33,263.47,145.4,144.73,138.74,55.16,74.169,145.62,249.7,203.49,156.11,27151,24661,13657,10855,23837,48891,48322,24241,24442,20152,12022,12713,24530,39405,34261,23456,2
158.7,112.44,76.552,69.332,152.25,247.95,250.87,152.73,138.15,132.08,57.378,75.799,136.69,256.37,182.3,151.11,29101,23181,14172,11506,24519,47781,45458,25106,23083,19582,11438,12214,24188,39105,31411,23686,2
149.09,99.788,67.112,58.904,136.03,245.58,224.79,139.94,142.81,126.81,59.801,76.642,143.83,273.79,198.62,173.09,28127,22938,13740,11516,22896,48065,43312,23412,23486,18816,11707,12433,23963,40110,32321,25628,2
141.96,106.24,63.632,67.059,135.87,246.63,220.77,134.03,138,103.34,56.638,70.069,147.78,277.24,204.1,176.08,28057,23863,13743,11520,20975,45985,40675,22595,24123,17378,11606,11884,23736,41107,32857,25643,2
133.47,118.46,65.794,72.221,134.61,235.06,218.73,128.96,135.73,94.305,53.993,66.913,147.62,273.34,208.53,169,26506,25230,13579,11468,22175,43731,40528,21394,23852,15995,12003,11777,22992,43527,33932,25459,2
131.32,121.41,67.479,76.082,152.86,226.4,227.27,144.49,127.51,122.27,51.69,65.135,133.3,246.53,185.61,143.27,26306,25445,13731,11964,23647,41146,40911,23462,23403,18056,11891,11627,22468,39573,31007,22338,2
138.18,122.81,69.893,71.993,147.3,211.39,222.38,135.38,135.56,124.36,58.645,72.073,133.72,262.23,196.74,139.35,25643,25493,14569,12305,23500,40058,41687,22477,24296,18797,12029,12017,22950,39886,32634,22742,2
138.54,126.44,69.658,65.39,143.38,232.28,219.33,139.3,147.8,120.67,61.729,79.891,141.92,259.4,200.22,147.15,26803,25432,14848,12232,21539,40975,39342,22403,25126,18445,11859,12350,22268,38069,32118,21953,2
137.59,134.63,77.179,62.768,128.01,228.41,211.14,126.3,165.97,104.04,65.708,84.193,161.17,283.37,215.23,157.75,26288,26261,15953,11827,20545,41688,38152,21491,26571,18015,12217,12955,24089,42843,33037,23180,2
137.4,132.99,73.84,64.998,122.77,213.92,197.26,128.48,165.69,111.77,60.798,81.494,160.36,279.84,208.49,156.43,26333,25154,15312,11986,20289,38841,35955,22340,26652,18074,11996,13185,24062,41954,32679,23163,2
145.8,117.75,71.355,74.191,131.14,226.71,237.7,136.2,157.04,128.75,56.094,74.499,149.73,286.53,201.95,143.93,25496,23325,15271,12399,20630,40793,40649,23159,25728,18876,11772,13136,24787,42696,31449,21957,2
149.96,108.87,64.932,72.275,129.05,220.02,241.41,135.63,128.97,120.26,53.441,73.198,137.26,264.73,193.56,131.24,27207,22249,14578,11825,20750,38588,41098,21510,22881,18037,11456,13069,24111,38851,31555,21531,2
152.42,114.97,72.408,71.66,124.85,231.17,245.82,131.49,123.01,119.71,51.415,73.783,152.57,256.42,203.39,134.86,30086,24492,16248,11492,19917,39901,40701,21517,22857,18533,11380,12765,24759,39606,32308,21357,2
142.79,119.2,74.536,59.509,107.83,215.98,212.79,121.56,136.41,100.46,54.52,74.655,159.42,231.02,196.35,132.19,29501,24752,17219,11349,19071,38750,37808,21011,25095,18100,11806,12984,24945,36117,31339,21255,2
146.85,129.29,77.161,64.057,101.57,210.73,200.6,112.83,142.28,104.76,53.808,73.967,166.85,217.64,201.17,132.55,28946,26864,17650,11652,17799,39222,36106,20987,26611,18703,12014,13309,24775,35964,32186,22034,2
136.59,122.1,73.31,65.201,96.948,209.48,199.58,106.5,149.25,111.36,58.213,81.275,152.15,220.85,190.36,118.01,26311,25243,15832,11713,18060,40743,37266,19826,28559,19770,12157,13953,24009,35889,31174,20903,2
152.14,130.26,73.285,68.705,93.967,187.6,186.79,96.82,135.64,115.29,60.224,81.387,155.16,237.45,191.52,124.99,27592,28047,15174,11438,18196,36749,35957,19094,26794,20427,12294,14117,24570,39795,32055,22030,2
157.52,122.36,81.024,80.495,120.61,219.18,222.79,130.65,129.17,123.98,60.672,78.209,152.36,262.88,187.44,130.22,28263,25154,15438,11891,19212,36693,35727,20332,25584,20147,11758,13079,24080,38890,30223,20701,2
167.79,120.55,80.443,80.72,126.02,205.93,215.95,136.56,118.75,119.34,59.949,69.836,149.89,265.92,189.71,129.59,28380,24510,15809,11801,18945,33038,32867,20307,21578,18630,11842,13017,24675,38331,31558,20828,2
166.34,129.06,78.17,80.996,133.88,203.49,219.96,136.05,113.68,126.38,57.344,70.828,143.25,246.64,192.46,132.24,27942,24795,15671,12291,19055,32998,32280,19188,22041,19117,11326,12462,23379,34290,31318,20565,2
151.53,135.27,69.552,69.912,119.39,205.3,208.03,111.62,119.42,113.54,57.251,70.647,129.54,227.5,183.08,124.15,25214,25363,15442,12380,18840,35001,33194,18082,22392,18539,11677,13029,22901,34842,30702,21165,2
138.02,132.14,79.852,63.827,115.32,216.5,214.56,108.92,115.5,108.19,52.347,72.143,138.91,214.45,178.31,136.44,24407,25767,15858,11636,19776,38216,36809,18926,23869,18989,11392,13138,23099,34133,29617,22380,2
128.68,117,80.09,63.203,124.97,220.49,218.93,117.06,126.35,95.55,50.525,65.98,131.97,219.47,170.03,123.16,22773,22786,15328,10743,21019,39028,37506,20310,23308,17567,11088,12500,22313,33792,28752,20981,2
131.38,103.81,81.674,60.757,126.84,208.79,211.46,120.88,124.82,102.93,52.239,70.531,149.24,217.83,183.06,143.19,22639,21289,15017,10517,21834,39288,38058,20951,23172,18261,11618,12511,23936,33363,31124,22184,2
138.36,111.24,71.584,66.281,131.47,212.42,213.99,125.24,128.87,103.36,52.636,64.577,134.39,227.99,172.48,131.66,22507,21253,14412,11296,21180,39235,36405,20655,23175,17250,11258,11938,23289,33847,29599,21247,2
136.02,113.49,73.072,66.499,117.24,217.52,213.58,115.45,122.49,104.7,53.833,69.532,143.37,240.53,168.82,132.3,23290,22308,15068,11682,19442,37833,35842,19589,23472,17786,11220,12014,23530,34966,28941,20726,2
143.26,118.55,76.061,68.283,118.05,197.71,196.45,115.94,121.47,95.604,49.464,62.808,128.43,237.74,153.25,122.05,25815,23698,15280,11409,18969,33675,32531,19461,21977,16581,9857,10745,21419,33515,26285,19217,2
132.21,109.87,74.929,61.301,114.49,173.66,170.29,112.46,113.77,93.252,49.99,70.901,143.83,208.67,153.6,128.72,25306,22525,14877,10479,18993,31061,29942,19432,20596,16783,9900,10506,22284,31097,26448,19789,2
134.87,103.47,71.253,60.203,119.78,166.38,176.54,116.35,108.11,101.18,48.749,73.836,145.87,189.16,168.19,131.04,25976,20370,13932,10260,18172,30425,29708,19416,19076,17039,10034,10834,21892,30854,28014,20370,2
139.34,102.2,63.088,73.149,130.39,170.97,204.12,123.38,138.86,119.07,53.36,80.736,149.98,220.08,178.55,125.22,24707,19934,12471,10538,18521,30968,32819,19456,23136,18765,10819,12191,22178,32895,28123,19870,2
208.57,158.82,95.424,93.387,158.9,251.18,293.39,155.18,143.31,133.49,73.376,89.977,168.52,242.08,223.81,151.04,34738,32507,19355,15903,28201,54436,55202,29623,26538,21201,14729,15059,28477,38989,40734,26624,2
203.01,170.78,95.614,88.808,161.05,266.57,289.82,158.23,145.95,103.96,71.085,92.36,162.37,263.62,223.06,150.72,34762,32635,19307,15066,27488,53286,53393,29980,26339,17233,14291,15270,27415,43135,41989,26211,2
168.51,149.48,90.809,81.883,164.82,249.14,270.3,166.61,135.85,97.206,66.618,89.633,161.85,259.01,216.59,152.06,31036,28735,18333,14434,26919,49251,50745,29985,24977,16500,13576,14901,26278,43092,37867,26425,2
155.93,149.12,89.25,75.787,176.71,250.49,245.18,183.57,150.21,98.693,70.659,96.324,179.85,319.61,254.98,196.21,28493,26656,17323,12753,25973,45535,44925,28416,24596,15974,13748,14961,26190,46485,37631,28526,2
137.76,125.44,77.615,69.946,173.56,247.63,241.54,189.65,153.35,99.408,63.356,92.213,194.56,352.94,267.59,218.81,24120,22967,15361,11613,23790,44435,42104,25972,24275,15657,13011,14485,28087,49381,36846,30699,2
137.84,124.88,77.425,75.902,170.29,247.79,259.13,183.51,159.52,109.93,62.319,91.867,190.17,365.32,264.62,227.34,24749,22967,15270,12229,22748,42444,40767,25561,25178,15944,12636,14072,27280,51884,39112,32486,2
125.69,123.05,78.491,75.772,150.32,241.59,266.45,165.02,147.43,115.74,58.839,82.356,167.5,308.74,222.77,181.31,24487,22878,15957,12879,22052,43148,42671,25611,25096,16427,12447,13622,26135,47795,37764,27672,2
142.83,124.03,79.355,76.459,133.93,226.34,251.68,146.42,137.06,111.7,56.54,79,146.41,275.6,210.64,153.56,26807,23726,16044,13223,21448,42858,43669,25679,24304,16508,11959,12831,22779,43340,35689,25609,2
147.41,122.06,73.017,75.146,124.74,212.42,231.43,137.37,128.62,101.47,60.605,86.423,162.39,288.42,226.43,133.4,25545,22228,14691,12333,19968,40516,41064,23535,22279,15674,12213,13667,23892,44055,35942,22370,2
158.53,121,69.008,71.428,110.73,222.11,228.89,132.21,123.26,103.52,63.1,86.122,153.37,307.4,239.03,138.01,26864,22925,14229,11499,19720,41186,41144,23222,21927,16229,12877,13854,22894,45843,38952,23615,2
157.47,128.16,76.112,77.179,123.5,220.74,240.12,138.19,113.19,95.197,63.588,81.055,152.23,288.52,219.15,128.12,27100,23671,14364,11756,22188,39658,41067,24914,21172,15391,12969,13725,24615,42890,38268,22677,2
155.72,129.41,75.099,71.141,125.79,222.8,239.11,135.13,124.26,96.509,59.396,76.458,141.76,268.18,213.82,134.97,27805,25193,14265,11281,22900,40174,40588,24321,22841,16155,12062,13472,25610,40790,39190,24795,2
134.04,116.23,71.661,69.622,120.36,204.22,219.66,139.31,112.84,92.025,52.119,70.625,151.42,229.14,191.56,133.92,24862,22854,13350,11187,20857,36752,36178,23812,20950,16217,10485,12621,26432,36097,35639,24620,2
115.76,102.01,66.666,66.929,118.05,195.78,202.73,140.41,115.52,100.45,55.114,70.949,145.1,235.82,190.96,131.51,22148,20815,12992,10794,19124,36025,33078,22284,21517,17302,11418,12988,25626,37834,35357,23249,2
100.69,91.273,69.692,69.564,117.29,193.69,186.14,139.16,100.74,98.754,54.845,68.259,139.51,255.56,180.39,124.14,19874,18983,13827,10852,18800,34866,31710,23389,19136,16404,11537,12287,24492,38958,34327,21648,2
94.34,95.406,67.785,69.033,124.47,191.87,207.06,128.32,104.48,94.901,58.238,75.089,128.83,267.6,190.22,124.88,19402,19663,14020,11205,19803,34396,35202,21726,18906,15186,12036,13514,23951,39689,34791,22108,2
83.372,94.288,70.196,67.145,121.16,189.4,221.69,125.32,105.6,100.6,56.714,81.319,143.66,271.16,202.68,127.59,18462,20158,14403,10739,20127,35433,37824,22061,18725,14558,10826,13759,25166,40308,35355,23264,2
86.973,92.788,70.79,70.274,136.42,181.45,236.32,132.66,106.08,99.994,58.586,89.437,153.13,262.27,217.54,132.05,18277,20211,13786,10743,20265,35403,40134,21822,19034,14935,11554,14414,25954,38783,34413,23626,2
94.23,84.81,67.502,68.251,132.8,193.9,224.79,133.92,115.49,100.76,54.874,87.665,152.35,247.28,219.36,136.86,18083,18856,13062,10423,20676,37776,38844,23225,20657,14972,11055,14184,25463,38673,35613,24221,2
102.19,80.51,56.402,69.964,147.85,179.3,213.38,137.77,115.38,88.494,54.65,83.084,146.02,251.98,216.58,138.22,18649,18141,11945,10459,20972,34630,36105,22360,20858,14435,11163,13439,24158,39384,34538,23891,2
