data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,type
52.022,63.729,74.971,86.822,119.83,184.22,154.51,113.04,53.505,47.357,83.457,121.26,107.71,170.09,121.36,94.121,11874,14765,16212,18461,22918,33462,28865,20378,11165,10434,18646,22082,21091,26582,22759,17940,7
58.102,60.363,75.58,87.244,113.59,186.47,164.51,109.65,50.399,47.456,90.19,120.62,114.94,204.43,120.49,89.367,13813,14876,16142,18368,22552,34281,30137,20260,11055,10551,19759,21492,21103,30937,22720,17795,7
60.974,70.952,81.765,92.053,115.52,177.39,153.2,105.24,49.735,47.755,90.379,118.78,117.7,217.42,127.39,93.997,15034,16426,17526,19522,22737,34310,29685,21086,11379,10936,19877,21856,22011,33331,25219,19124,7
63.442,76.818,93.245,95.248,117.3,178.77,168.17,118.83,47.741,49.032,96.978,119.59,132.71,234.97,133.04,98.034,15312,17091,19841,19187,22803,33361,29727,22018,11008,11158,21142,22627,23858,34131,27031,20110,7
63.669,77.587,96.492,97.248,120.1,183.21,178.42,118.74,48.408,46.806,87.302,115.48,126.81,216.25,132.84,102.67,14640,16406,20254,19336,22623,31511,29864,21478,10713,10438,20070,22703,24202,33198,27038,20298,7
64.605,71.811,95.585,102.83,118.32,168.47,188.19,118.13,50.348,46.592,90.247,109.37,124.9,206.46,129.07,100.8,14783,15487,19492,18573,22232,30750,31720,20725,11300,10339,20660,22129,23977,31294,24860,20192,7
62.176,65.31,91.782,108.18,113.34,169.2,172.49,113.09,51.947,51.46,85.757,104.26,111.1,184.14,113.17,99.2,14246,14790,18346,19712,21134,30285,30559,19843,11465,10877,19896,20588,22902,30645,21495,20137,7
59.67,67.192,87.96,105.27,114.35,166.54,176.24,116.06,52.015,53.1,88.99,103.22,107.82,173.88,117.48,94.374,13780,15123,17907,19316,20952,31006,30582,20649,11362,10989,20363,20556,22505,28551,21265,19344,7
58.421,65.855,85.217,96.054,115.73,187.67,173.19,118.59,51.541,53.419,86.517,111.37,106.78,182.63,118.45,87.961,13272,14971,18168,19431,21531,31577,28072,20557,10834,10984,20775,21338,22302,30730,22586,18310,7
57.48,66.588,83.716,96.109,115.6,176.17,171.33,117.21,50.715,50.271,93.269,119.82,106.62,171.24,122.82,89.602,13273,15093,18428,19945,21922,30563,27746,20685,11358,10716,21208,23148,22674,29585,23489,18607,7
59.17,66.49,88.107,99.827,109.17,174.94,160.24,116.91,50.201,50.424,93.352,125.69,110.26,202.19,115.7,91.181,13661,14920,19177,20380,22028,30623,27625,19935,11410,11146,21457,23668,22589,32636,23582,19298,7
58.257,63.34,85.819,103.06,103.57,169.92,149.67,114.17,51.816,51.508,91.358,119.72,102.79,202.19,120.43,92.145,13114,14387,18481,20636,20956,29551,26631,20105,11775,11192,20120,23383,21893,31615,22876,19546,7
58.993,68.626,84.269,101.84,113.37,177.74,152.48,109.43,51.551,49.652,82.904,112.15,109.01,210.09,126.94,89.553,13167,15208,17869,20835,23369,31988,27229,20674,11259,10780,18829,22251,21682,32792,23445,18983,7
61.008,70.702,91.186,101.31,109.45,176.61,144.61,117.25,56.638,50.781,84.508,106.63,125.31,190.82,142.55,94.347,12900,15130,18217,21235,22623,31862,26948,21577,11860,10480,18268,21970,23901,31725,24712,19256,7
61.58,73.419,92.167,99.819,109.46,165.42,147,116.53,54.63,47.478,87.332,110.29,127.84,193.42,137.64,94.493,13464,15882,18256,20247,22371,31372,28651,21850,11498,9931,18303,21909,23873,30439,25627,19436,7
63.259,71.776,90.297,94.431,107.57,169.86,152.06,118.41,55.925,51.146,86.681,106.05,122.31,195.99,136.47,89.153,13712,15957,18548,19013,21390,29832,27853,20774,11150,10336,18500,21281,22794,29829,24720,17942,7
58.998,65.86,79.926,91.754,113.03,185.53,158.57,114.48,49.505,50.42,92.446,114.74,107.81,192.99,115.48,81.17,13320,15872,17044,19080,21714,29654,27924,20326,10610,11132,19357,21549,20326,27659,21928,16463,7
61.346,66.722,83.905,92.345,121.15,201.5,168.04,124.91,49.87,50.75,87.922,110.04,106.25,174.73,131.2,87.526,13251,15510,18490,20238,22494,31273,27991,19793,10599,11464,19621,21290,19913,26853,22223,17159,7
57.879,64.288,86.267,98.445,116.8,196.34,168.82,120.53,47.201,48.142,93.045,111.26,98.503,159.31,139.67,91.115,13026,14943,18008,20797,21215,31615,28096,19700,10495,11473,21444,21513,19789,26185,23946,17757,7
58.656,68.819,86.217,104.27,111.35,183.17,174.07,121.34,55.784,45.65,89.081,104.08,95.97,150.34,142.88,94.223,13500,15474,18944,20947,20585,32125,30084,21464,11026,10513,21042,20769,19623,27119,25207,17634,7
54.09,67.089,81.501,99.411,101.75,167.38,169.09,106.78,56.805,45.934,87.076,98.922,92.282,147.81,123.99,92.119,13350,15481,17491,19874,20512,31083,31794,20756,11408,10566,21159,20345,19685,27834,23535,16865,7
56.325,66.128,79.999,96.331,100.44,175.38,174.55,110.19,58.403,51.926,93.347,99.707,99.378,151.33,112.52,88.727,12978,14802,17488,19618,20527,32024,32565,21848,11535,10915,20621,20210,20494,27589,22560,16742,7
54.617,66.333,76.323,85.959,99.968,177.1,165.61,102.03,50.66,56.288,95.912,97.273,103.31,164.65,108.44,79.55,12417,14638,16403,17550,19705,31237,30141,19627,10677,11833,20846,20539,21060,28888,22616,15605,7
66.42,92,108.22,132.49,167.25,209.34,202.35,140.66,68.428,71.619,135.03,159.43,150.21,274.97,186.84,108.07,15059,20570,24316,26065,30021,38856,37242,25908,14685,15352,27706,29392,28026,40109,32443,22328,7
70.641,85.5,110.8,124.94,165.41,214.68,223.45,140.73,70.099,78.715,124.34,141.38,142.27,251.33,196.21,117.26,15709,19921,24137,25256,31103,40155,39618,25891,14887,16198,27255,28229,26485,40731,31936,21659,7
74.544,89.371,117.28,111.52,160.24,221.94,233.31,140.51,70.024,82.184,125.23,142.6,143.18,228.86,193.83,124.42,15940,22122,25538,23873,29993,40137,41255,25200,14217,16307,28531,28298,26801,39972,31437,21218,7
82.831,104.45,121.04,119.93,156.3,230.91,237.41,142.98,71.808,91.151,124.62,157.42,140.72,251.35,192.31,121.68,18849,25231,27656,26200,30268,41187,41876,26302,15235,17689,29742,30779,27103,43364,31935,21362,7
83.781,120.39,122.55,134.59,157.25,224.71,220.45,137.51,69.682,92.504,131.75,169.25,143.64,270.69,170.82,111.52,19065,28328,29159,28098,30414,40987,39324,24561,14755,17890,30312,30331,28147,41287,31351,20670,7
77.654,126.98,116.56,128.77,155.17,224.81,213.07,131.1,63.921,91.548,133.93,167.14,147.46,285.06,162.1,101.75,18856,27853,28158,26806,29607,39341,37485,23722,14045,17174,29421,29643,27636,40268,30545,20167,7
75.279,126.04,115.18,117.01,150.42,219.73,193.7,136.06,59.035,89.908,138.8,146.81,147.6,256.45,139.7,104.45,17989,26083,26811,24458,27256,38186,35214,23996,12729,16653,28726,26534,27055,35841,26504,20187,7
73.666,123.53,110.51,117.04,131.12,217.32,184.16,132.41,66.215,91.594,146.13,144.78,155.13,251.98,123.91,108.79,18449,25576,25590,23372,24486,38670,34311,24559,13787,17826,30209,28069,28140,36507,24459,21264,7
77.892,121.59,118.48,126.06,125.3,197.91,156.31,128.4,74.802,93.738,157.93,163.59,162.17,260.9,138.06,113.35,19345,26221,27118,24786,24347,38615,32591,24827,15327,19274,32789,30698,28916,40423,26441,22278,7
78.86,122.9,121.3,136.22,139.52,192.38,179.36,126.65,77.7,88.703,156.81,175.87,163.51,268.06,144.02,114.84,19626,27270,28169,26156,26292,36747,34546,25311,15478,18879,33495,33365,29369,40716,28955,23034,7
79.978,119.53,128.11,135.34,144.55,195.65,188.45,125.74,80.031,93.85,153.26,172.16,147.18,243.7,167.63,115.35,18947,26634,29154,28160,28166,37498,35210,25807,15974,18333,33051,33197,27697,39408,32627,23728,7
80.707,116.25,130.37,135.78,153.93,217.51,201.61,130.83,77.791,93.497,137.21,150.85,136.17,264.82,177.38,118.03,18343,26204,29648,28214,29500,39221,37172,25924,15622,18079,30860,30854,28388,40588,32174,23495,7
87.604,106.08,127.39,129.56,147.75,247.01,227.07,133.27,84.182,96.711,138.33,152.71,155.54,285.73,193.78,135.29,17586,23724,28317,27092,30225,44611,40183,25715,16649,18630,30204,30015,30427,43825,32140,24864,7
88.162,99.89,125.56,125.47,150.29,260.07,236.89,140.27,82.623,86.622,129.83,145.66,158.54,293.9,184.9,131.99,17621,22680,27243,26561,28505,45109,41172,26030,16975,18031,29704,28678,30919,44393,30218,24462,7
89.594,96.084,114.84,123.51,149.48,262.95,245.27,149.35,85.432,86.594,135.93,173.4,166.77,322.63,183.72,136.36,17868,21267,25086,25431,28109,45192,40133,25795,17998,18499,29868,31771,32042,46800,31020,25275,7
82.673,100.07,107.93,136.33,160.9,241.43,218.31,154.61,78.756,76.052,134.47,166.84,139.65,316.88,176.87,118.42,18206,22868,24057,26227,27067,43035,36641,26352,17273,17391,29959,31823,28120,47459,30928,23679,7
79.571,94.003,110.07,134.03,164.6,232.31,212.28,151.36,78.926,78.065,138.64,167.84,144.56,319.23,182.94,125.53,17028,21867,25060,25440,29451,41883,36538,25487,16317,16871,29643,31123,28028,48600,31642,24416,7
78.591,97.448,108.5,128.76,158.07,206.23,196.19,142.34,73.734,73.513,134.25,150.79,131.69,265.34,165.9,118.19,17303,22066,25339,24347,27927,39693,34938,25028,14565,15446,28691,29218,23811,42592,29640,23432,7
77.146,99.934,107.84,123.94,149.59,199.44,202.5,131.04,74.827,77.652,124.23,151.07,140.45,244.9,164.78,125.14,16797,22000,24719,23048,27446,36502,34937,22960,14289,14920,25819,28110,24370,40474,30043,24294,7
74.464,102.87,92.929,118.48,138.77,191.63,176.41,135.76,69.899,79.193,113.18,160.63,148.02,261.51,164.66,121.73,16805,23480,22934,21680,24920,36165,31434,22908,13696,15052,24016,28791,25152,39304,29792,23172,7
69.054,96.514,95.512,118.45,136.97,228.21,206.45,143.15,66.774,79.475,104.64,160.91,149.5,267.61,175.3,121.21,15626,23291,22409,22309,24666,36311,33380,22774,13230,14341,23176,28355,26902,37631,30575,22491,7
67.345,92.479,103.93,104.44,146.3,242.62,205.45,150.82,67.315,73.818,107.5,156.12,145.93,281.79,197.76,115.34,14873,22038,22888,21703,25546,36336,32281,22651,13229,14375,24256,27503,27409,36467,32282,21345,7
68.206,93.126,110.18,106.56,147.5,234.58,241.82,154.78,67.887,70.521,115.01,149.09,133.27,251.3,203.11,119.16,15225,21610,23607,22331,25350,35540,36071,22898,12967,14339,26305,28599,26473,35048,31746,22030,7
71.156,92.82,107.28,104.19,159.63,208.35,225.98,156.71,65.394,70.829,114.36,133.08,136.18,230.75,196.21,112.39,15983,21565,23507,22243,26612,33651,32935,24577,12449,14310,24967,25688,25755,34608,31292,20702,7
67.95,94.062,96.363,102.61,133.98,188.41,224.47,145.21,57.461,71.266,117.38,126.08,137.66,207.62,155.36,108.62,15371,21555,22646,22216,23887,33382,34122,23895,11174,13936,24033,24924,25471,33797,26465,20461,7
65.156,93.19,88.935,93.251,131.34,188.68,203.88,127.33,52.252,65.484,106.01,127.02,134.56,220.39,132.47,96.407,14744,19872,21028,20024,23517,30960,32485,22687,10788,12770,21244,23590,24236,33583,24663,19001,7
64.193,94.123,92.914,102.24,114.87,189.43,200.76,114.65,54.046,66.179,114.38,147.13,140.46,233.27,137.88,96.182,14662,19758,20221,21248,23045,32059,34834,21899,11002,13028,22897,26733,25324,35916,23951,19643,7
69.031,87.492,96.647,108.3,119.03,194.2,188.94,119.98,59.042,69.998,113.5,150.39,131.17,237.99,137.41,93.813,15591,18591,21407,21754,23250,34274,33965,23576,11971,13474,22810,26748,24701,35466,24090,19044,7
76.086,90.455,102.39,123.05,129.41,212.96,182.69,127.28,66.835,75.144,123.46,149,138.84,252.25,143.52,87.067,17116,19504,22129,24654,24760,38305,33013,24301,12923,14827,23759,26261,26008,38250,25827,18259,7
72.652,89.479,95.927,119.93,134.3,205.93,174.26,122.52,71.128,72.502,118.57,131.38,124.8,239.75,136.79,96.441,16426,19624,21328,24563,24628,39053,29725,23522,13784,14667,23576,24182,25140,36639,26148,19373,7
67.872,88.525,88.117,117.77,148.37,199.77,177.87,124.02,69.979,66.792,117.73,138.29,135.99,245.57,140.46,98.59,15667,19647,18729,23907,26939,37285,29287,23012,13527,14190,24830,25805,25434,37712,26339,20477,7
61.449,61.404,83.536,104.42,124.96,175.12,189.15,113.71,54.623,46.88,84.444,104.71,102.36,188.73,141.31,93.348,13087,13595,17983,20296,21596,29724,29479,20521,11556,10639,20054,21483,20965,30802,25964,17270,7
61.739,64.656,85.588,101.12,128.63,184.14,178.98,107.68,50.729,47.131,89.03,111.32,116.13,190.66,154.53,92.431,12827,14093,17366,20370,22302,31747,29167,20100,10943,10705,20807,21259,21666,29249,27551,16914,7
62.252,75.866,89.331,108.11,127.89,186.11,169.39,110.07,51.595,48.977,90.881,115.68,126.52,202.07,147.58,94.331,12750,15266,18795,21414,21783,33134,28823,20373,10481,10339,21092,20848,22000,29258,26406,16987,7
62.082,81.859,83.589,108.55,131.42,184.41,170.28,114.97,50.474,47.969,85.848,125.82,133.33,230.11,147.1,95.944,12914,16174,17648,21255,22731,33719,29971,21213,10902,9896,19958,21667,21816,31451,25794,17429,7
58.096,81.309,84.186,116.75,130.33,169.16,165.65,114.05,50.578,49.206,90.939,130.61,120.87,253.5,136.49,87.192,12736,16900,18269,21510,22284,30702,28423,20389,11059,10201,19654,21744,21002,34706,24254,16867,7
58.526,77.147,86.989,116.76,122.43,166.65,155.95,107.51,51.332,56.575,94.938,129.3,124.77,251.57,139.37,81.32,13741,16662,18270,21867,23149,30268,29229,20467,11266,11323,20248,22376,21646,35912,25337,16687,7
58.863,70.721,86.96,118.48,122.37,189.22,158.49,114.98,50.593,61.98,101.19,126.58,129.5,229.4,140.92,83.091,14156,16063,17675,22072,23018,32242,28808,21424,10768,11627,21683,22278,23055,32738,27389,17265,7
58.176,74.053,82.691,108.7,116.46,202.45,165.81,117.75,55.003,65.791,96.912,112.48,131.89,198.6,139.28,84.455,13857,15504,17021,21325,22573,34872,30449,22477,10826,12156,21080,20936,23856,29794,27377,17598,7
58.549,72.53,76.223,93.389,115.34,206.82,161.05,122.04,56.909,60.079,92.188,117.51,116.34,183.79,120.44,96.065,13557,15517,16072,18589,22380,34554,29944,22331,10772,11176,19815,20774,23091,28764,24711,18570,7
58.009,70.659,81.944,94.946,131.75,196.73,181.95,125,58.938,54.814,84.89,113.27,105.79,176.49,126.82,99.487,12836,15128,18426,17835,23877,33017,31831,21616,10806,10895,19278,21932,21970,31467,24175,18322,7
59.267,65.733,87.764,96.48,128.93,191.89,180.31,125.26,52.993,50.684,81.632,112.66,103.47,178.64,132.32,104.61,13403,15559,18928,18506,23343,31103,31138,20296,10113,10202,18979,22167,21821,33900,24236,19337,7
56.979,65.193,81.207,96.548,125.35,173.58,181.65,116.88,48.131,48.966,81.763,102.86,100.02,183.1,136.1,98.507,13478,15027,17692,18212,22959,29996,31485,19779,9945,10575,18602,21392,20858,33752,24284,18343,7
56.834,72.285,77.839,91.996,133.22,179.27,169.06,115.28,45.212,49.177,79.505,105.67,101.89,188.46,126.85,101.38,13913,16240,16016,18156,22848,29124,30806,19501,9888,10388,17278,20749,20136,32408,22844,18446,7
55.105,68.95,74.871,96.493,144.66,190.94,199,122.96,47.157,48.27,80.997,110.72,100.97,204.37,123.35,98.382,13040,15140,16185,17770,24425,30057,33213,19981,9973,10380,18557,21144,19677,31921,22837,18006,7
56.965,65.672,84.637,103.15,152.23,208.01,203.29,135.87,50.714,51.264,85.997,114.56,106.43,209.18,144.15,100.35,12897,14753,16893,18338,24442,32039,33340,21366,10478,10324,19684,21473,20747,32586,24411,18992,7
58.391,66.116,85.134,106.31,131.29,195.02,193.17,130.05,49.608,52.107,90.138,115.54,106.05,205.17,143.46,91.566,13008,15102,17427,19350,23488,30992,31753,22311,10426,10475,21183,21264,20471,31336,24296,18773,7
61.116,70.968,87.022,102.14,129.03,175.86,162.87,119.55,55.641,54.806,90.479,113.54,106.78,187.14,145.84,88.13,13631,15821,17722,19339,23209,30863,28438,22230,11403,10409,20497,20714,20083,29973,23362,18516,7
59.834,75.951,82.799,96.923,124.51,154.13,162.14,106.81,56.051,53.907,84.547,106.06,114.08,184.07,128.96,94.789,13645,17031,18126,19548,22369,28622,27767,20773,11289,10578,20065,19608,20292,28831,22302,18615,7
56.789,72.705,82.605,89.38,126.43,157.74,166.51,102.62,56.883,56.017,85.118,106.01,122.83,180.98,133.96,98.373,13492,16035,18431,18600,22579,31519,28765,20118,11503,11491,19419,20825,23296,29892,23109,18424,7
53.505,73.793,81.116,86.377,120.98,164.57,165,102.04,49.39,54.793,84.803,110.05,117.61,189.4,129.78,98.188,13508,15999,18006,18585,22059,31817,28937,19613,10635,11799,19604,22323,23571,30590,24878,17927,7
50.465,69.143,79.097,86.488,122.42,171.22,171.48,104.43,48.071,56.758,92.867,113.84,104.44,174.37,128.35,90.094,13314,15468,17183,18868,22823,32302,29773,19955,10599,12019,19979,22382,21126,29773,25500,17051,7
51.229,69.011,78.791,97.986,121.91,166.46,172.23,105.74,48.206,52.666,92.807,108.34,91.722,172.44,121.22,87.706,13205,15657,17380,20657,21967,31802,31235,19471,10713,11572,20497,21357,18940,29157,24011,17977,7
53.075,68.326,78.437,101.45,122.15,158.35,173.76,117.18,49.452,49.947,90.987,96.259,92.249,168.17,123.35,91.291,12784,15572,16614,19720,21506,30392,31763,21043,10989,11079,19831,19660,19519,27506,23902,18864,7
55.026,67.726,78.666,100.52,118.27,159.21,163.76,118.47,47.752,46.536,81.176,85.392,95.425,163.9,114.99,95.374,12701,14971,16871,18967,20362,30142,29529,20850,10449,10582,18792,18435,20952,27153,22090,18626,7
54.018,66.835,71.265,82.909,121.36,161.65,169.89,116.33,45.573,47.733,81.772,85.008,100.01,172.88,114.3,98.021,12360,15132,15503,15780,21762,28673,28908,20760,9895,10671,18404,18769,21346,29866,23488,17761,7
54.02,66.95,73.083,73.032,115.46,165.45,167.16,103.87,47.027,47.621,78.99,91.844,105.09,185,126.42,96.992,12440,14913,15493,15803,22395,29714,27925,19293,9884,10702,17862,19551,20838,31845,23994,17899,7
55.169,67.311,77.725,82.372,110.23,159.85,166.62,100.01,51.363,50.453,87.073,101.5,111.46,201.02,139.89,90.888,12595,15248,16451,17422,23033,28851,29587,19073,10180,11032,19236,20913,21472,33813,25541,18237,7
55.361,66.65,81.806,88.153,105.67,145.59,153.43,94.035,54.852,49.614,88.687,105.7,117.43,193.14,148.45,92.819,13145,15103,17212,18444,22322,28131,28279,18751,10966,11072,19459,21270,22848,31710,25832,19010,7
53.451,63.972,82.967,95.256,111.61,157.76,152.44,90.951,52.348,50.592,87.629,101.85,119.55,181.43,133.26,93.334,13178,14749,18179,19374,22271,28746,28343,18628,10513,10838,19567,20310,23341,30161,24340,18622,7
53.168,65.279,80.317,89.895,109.44,170.22,161.25,96.115,47.873,48.853,80.841,99.498,117.52,171.9,121.74,101.93,13486,15079,17388,18495,21474,31562,28586,19835,10491,10024,18011,20204,22355,28072,23746,19332,7
49.166,65.586,78.56,91.648,109.28,173.14,164.48,104,46.187,50.153,84.071,105.27,107.92,170.48,115.16,102.04,12341,15165,17284,19230,20793,31904,28964,21180,9859,10263,18238,20722,20107,27415,22971,18544,7
46.497,76.595,55.739,96.895,81.357,133.35,146.76,63.385,77.427,85.883,118.43,119.49,168.23,271.36,227.7,155.94,9575,11643,10528,13818,14579,24792,25337,11873,11541,13045,18302,22746,26210,41664,36502,21572,8
41.134,68.053,50.665,84.442,86.194,127.24,144.13,62.731,62.675,74.805,94.013,113.2,158.06,204.36,192.06,131.47,9037,10925,9442,12387,15415,24170,24932,11427,10337,11316,15367,22096,24166,33756,32657,20533,8
45.164,66.608,42.233,85.933,87.993,122.99,135.61,62.904,63.147,68.209,91.621,103.94,164.2,194.7,207.33,131.91,9139,10745,9012,13473,16140,24760,24128,11269,10769,10829,15703,20768,24829,32411,32609,20429,8
51.93,73.547,41.955,89.564,93.976,122.83,124.46,74.129,59.149,72.471,99.778,104.65,173.16,206.93,250.98,126.96,9475,11094,9205,13377,15838,24902,22623,12148,10417,10909,15860,19597,25855,33751,34780,20964,8
54.314,74.509,47.809,94.117,91.765,122.34,120.89,73.059,55.541,72.82,105.13,102.51,169.92,203.11,258.36,114.35,9641,10520,9927,13314,14847,23938,22188,12470,9840,11237,16867,18225,24087,33652,34572,18841,8
52.902,79.772,48.716,98.685,95.723,119.83,125.86,71.078,56.119,78.139,110.45,99.096,164.79,201.72,254.91,114.24,9223,10942,9507,13265,15030,22750,22176,11929,9555,11897,17394,17467,23921,33405,34215,18792,8
47.79,75.447,55.234,97.645,87.159,121.77,132.73,63.802,67.078,77.065,106.72,98.356,150.41,202.19,213.35,134.92,8900,10696,10129,13458,14276,22770,22950,11392,10176,11674,17698,17433,21821,33696,33000,19379,8
45.673,78.167,49.689,97.184,83.149,118.92,131.12,61.181,70.24,79.86,108.83,108.01,155.46,188.46,201.65,139.74,8881,11067,9116,13927,14038,23416,22915,11075,10832,11241,17835,19249,23099,31456,32046,20738,8
43.911,68.934,49.273,86.213,76.581,119.21,125.79,61.289,65.879,71.568,99.049,111.17,147.91,187.81,221.06,135.18,9419,10891,9207,13795,13879,24172,22954,11245,10587,10952,17408,21017,23128,32066,33100,20206,8
46.891,86.193,40.45,102.26,83.112,118.27,130.27,56.127,54.402,76.824,109.46,113.42,172.93,184.03,233.97,112.56,9274,11535,7931,15095,14691,23614,23250,10619,9746,10901,17060,21580,25235,32050,32784,18465,8
50.11,81.493,43.524,99.16,92.228,123.49,134.69,66.547,57.225,72.104,103.98,116.21,180.03,194.56,248.69,121.23,9377,11214,7980,14865,15859,24228,24349,11864,9685,11153,16651,21044,25910,33055,33416,18196,8
48.622,79.258,42.181,100.06,92.42,127.1,142.79,68.036,58.98,71.041,106.43,111.67,180.57,184.65,220,118.84,8833,10117,8229,14627,15774,24092,26158,12595,9327,10276,16496,19698,24397,32074,31232,17373,8
45.499,61.537,43.862,84.564,94.4,134.98,137.74,78.163,60.006,62.268,89.88,111.09,165.73,192.89,223.85,125.11,8801,9269,8445,13097,16006,25492,25361,14012,9292,9849,15294,19779,22623,31994,31202,17868,8
41.044,59.008,47.005,81.288,92.772,134.06,133.96,75.132,59.739,64.338,94.835,100.68,164.23,201.58,223.69,123.99,8102,8761,9075,12888,15248,24795,24880,13343,9445,9831,15490,19197,22673,31955,31276,18530,8
44.028,69.218,46.419,83.481,92.074,133.72,120.14,73.706,58.497,63.327,87.931,100.92,168.49,199.58,229.59,126.61,7890,9511,8638,12748,14429,24436,22094,12508,9572,9666,14172,18976,24317,31392,32017,19742,8
44.536,73.929,47.693,91.932,87.494,132.06,116.77,67.152,58.401,72.322,103.56,94.818,158.41,184.22,194.39,124.04,7680,10143,9070,13479,13661,24051,21846,11200,9466,10606,15414,18480,23793,30528,28472,19043,8
46.629,81.09,47.288,104.94,81.448,135.06,124.07,63.352,56.306,75.787,106.34,107.25,145.02,163.11,175.87,115.54,7714,11164,8383,14906,13630,24545,21594,10544,9375,10950,15854,19279,22768,28348,26226,17557,8
47.295,78.568,46.634,104.78,81.395,131.75,124.21,68.081,59.498,79.905,111.59,112.19,155.49,170.95,210.48,118.92,8336,10818,8188,15157,13977,24686,21834,11220,9760,11785,16948,20386,22959,29093,29273,17064,8
45.103,71.834,45.664,95.841,74.503,118.91,121.38,66.115,57.497,70.969,98.687,111.99,151.03,174.34,222.53,110.86,8135,10239,8011,14249,13465,23179,21401,11522,9617,11229,16028,20742,22484,30186,31413,16449,8
43.377,68.169,45.191,91.635,73.389,105.14,112.6,63.233,62.102,74.732,103.2,104.05,163.77,183.04,221.48,119.6,8207,9970,8824,13467,12683,21179,21324,11410,10097,12046,17327,20140,22813,31799,31384,17745,8
41.576,68.797,43.352,91.943,75.267,101.74,108.96,61.494,63.697,79.834,111.81,99.012,157.68,190.1,194.47,117.76,8217,10333,8707,13710,12766,20618,21683,10951,9686,12198,17194,18827,22022,31073,29052,16629,8
45.015,71.126,43.895,91.806,84.727,103.35,112.08,67.579,68.373,87.409,111.04,103.05,170.65,195.26,208.25,130.19,8119,9944,9028,13379,13721,19853,22174,11389,9832,12318,16573,17805,23354,29058,29648,17311,8
47.257,77.061,43.987,86.111,85.3,104.35,108.7,69.598,67.412,82.352,113.07,97.841,150.88,216.47,218.3,130.27,8183,10462,8534,12415,13796,19625,20134,11239,9682,11927,15410,16724,21270,30083,29759,16951,8
43.695,70.835,46.241,78.393,81.569,102.58,114.84,64.915,67.257,73.67,100.51,100.85,139.12,229.44,210.58,132.74,7447,9911,8789,11591,14029,19509,19900,11068,10088,11007,14717,17157,20789,34468,29174,18312,8
42.035,71.694,46.509,81.872,72.406,108.13,117.6,57.616,67.73,67.274,113.63,104.84,117.71,223.55,191.64,129.56,7779,10162,8789,11775,13256,20222,20023,10391,10192,11190,16486,18179,18553,34154,27198,18061,8
39.634,63.742,45.244,83.93,77.483,109.82,124.92,58.54,63.366,68.697,108.77,109.91,133.73,194.63,176.57,119.79,7499,9501,9062,11989,13699,20922,21734,10469,9419,10638,16701,18825,20505,32408,28151,16719,8
41.868,66.507,47.616,89.502,76.064,112.37,127.21,60.467,62.417,72.107,114.18,108.11,133.01,173.24,178.8,118.7,7962,9770,9045,12363,13237,21269,22412,10527,9311,10916,16806,18608,20089,29560,28055,16134,8
41.768,64.798,45.2,88.027,73.314,106.71,116.66,57.364,57.46,67.496,104.51,98.547,130.6,170.75,180.28,119.6,7831,9512,8525,12281,12948,19921,20988,9815,8683,9639,15416,17314,20204,29534,29741,15861,8
43.321,68.703,44.192,91,72.518,116.98,120.62,62.516,62.386,65.027,96.038,103.47,129.75,175.65,187.19,125.82,8017,9130,8315,12385,13114,20613,21029,10309,9032,9658,14304,17961,19646,28412,29868,16851,8
46.721,70.634,46.477,98.727,81.939,125.69,136.14,69.857,59.261,71.338,99.838,110.47,141.37,167.39,195.8,119.83,8205,9386,8635,13205,13318,20674,21045,10701,8389,10007,15222,18656,19809,26556,30401,15890,8
49.158,71.998,51.848,98.089,91.82,133.48,141.51,78.276,60.888,77.096,99.864,110.37,145.59,175.58,199.98,123,8751,9855,9077,13130,14465,21874,21836,12307,8507,11285,15527,18829,20416,27392,30432,15881,8
46.864,76.806,50.089,107.4,82.265,125.58,125.59,59.743,56.679,77.964,131.66,145.72,185.32,228.57,232.76,115.5,8947,12475,10096,15387,15197,25191,24496,11085,10162,12003,21555,26553,28369,39351,38500,18661,8
49.621,81.17,54.956,110.29,88.097,127.88,118.99,60.329,55.517,88.978,138.4,147.41,176.64,226.72,228.91,117.9,9180,13087,10607,15277,15601,24556,22522,10523,9696,12230,21265,25734,26567,41283,37364,18358,8
47.281,79.184,58.092,105.47,87.44,127.58,114.16,58.578,51.839,84.823,138.17,150.15,155.97,207.29,188.44,111.47,8964,12601,10845,15523,16568,25944,22964,10781,8975,11811,20651,27188,25526,36934,32158,17718,8
44.744,76.624,62.48,109.39,93.41,134.16,122.5,62.871,53.762,84.74,120.89,141.97,146.25,222.2,207.35,116.26,8955,12327,11479,16690,16947,26775,23494,10994,8761,12469,18439,26095,24364,38796,33962,17275,8
46.109,75.782,59.771,109.11,102.36,138.34,132.96,67.862,58.713,88.285,120.9,144.21,161.34,229.18,211.12,117.25,9068,11662,11215,16485,18515,26981,25321,12184,9424,13548,18507,26061,25550,37429,33416,17636,8
44.842,77.204,63.029,109.61,97.044,130.39,122.61,64.084,56.145,92.959,125.55,135.85,155.27,226.72,209.63,105.81,8884,12099,11732,15946,16990,25597,22556,11298,9201,14421,19484,24396,23748,38581,32268,16024,8
